"","rules","support","confidence","lift"
"24","{internet=yes} => {absences=Very Good}",0.50126582278481,0.601823708206687,0.97426378992476
"25","{absences=Very Good} => {schoolsup=no}",0.541772151898734,0.877049180327869,1.00707682043462
"26","{schoolsup=no} => {absences=Very Good}",0.541772151898734,0.622093023255814,1.00707682043462
"27","{absences=Very Good} => {school=GP}",0.531645569620253,0.860655737704918,0.97409460284654
"28","{school=GP} => {absences=Very Good}",0.531645569620253,0.601719197707736,0.974094602846541
"29","{absences=Very Good} => {Pstatus=T}",0.577215189873418,0.934426229508197,1.04265073631564
"30","{Pstatus=T} => {absences=Very Good}",0.577215189873418,0.644067796610169,1.04265073631564
"31","{absences=Very Good} => {higher=yes}",0.579746835443038,0.938524590163934,0.988579234972678
"32","{higher=yes} => {absences=Very Good}",0.579746835443038,0.610666666666667,0.988579234972678
"33","{absences=Very Good} => {failures=Less}",0.592405063291139,0.959016393442623,0.999502573640728
"34","{failures=Less} => {absences=Very Good}",0.592405063291139,0.617414248021108,0.999502573640728
"35","{traveltime=<15} => {address=U}",0.562025316455696,0.863813229571984,1.11142093055679
"36","{address=U} => {traveltime=<15}",0.562025316455696,0.723127035830619,1.11142093055679
"37","{traveltime=<15} => {nursery=yes}",0.524050632911392,0.805447470817121,1.01322213685593
"38","{nursery=yes} => {traveltime=<15}",0.524050632911392,0.659235668789809,1.01322213685593
"39","{traveltime=<15} => {internet=yes}",0.562025316455696,0.863813229571984,1.03710098991165
"40","{internet=yes} => {traveltime=<15}",0.562025316455696,0.674772036474164,1.03710098991165
"41","{traveltime=<15} => {schoolsup=no}",0.562025316455696,0.863813229571984,0.991878563025971
"42","{schoolsup=no} => {traveltime=<15}",0.562025316455696,0.645348837209302,0.991878563025971
"43","{traveltime=<15} => {school=GP}",0.615189873417721,0.945525291828794,1.07015040192657
"44","{school=GP} => {traveltime=<15}",0.615189873417721,0.696275071633238,1.07015040192657
"45","{traveltime=<15} => {Pstatus=T}",0.579746835443038,0.891050583657588,0.994251357471037
"46","{Pstatus=T} => {traveltime=<15}",0.579746835443038,0.646892655367232,0.994251357471037
"47","{traveltime=<15} => {higher=yes}",0.625316455696203,0.961089494163424,1.01234760051881
"48","{higher=yes} => {traveltime=<15}",0.625316455696203,0.658666666666667,1.01234760051881
"49","{traveltime=<15} => {failures=Less}",0.622784810126582,0.957198443579767,0.99760787655411
"50","{failures=Less} => {traveltime=<15}",0.622784810126582,0.649076517150396,0.99760787655411
"51","{romantic=no} => {address=U}",0.516455696202532,0.775665399239544,0.998005969705602
"52","{address=U} => {romantic=no}",0.516455696202532,0.664495114006515,0.998005969705602
"53","{romantic=no} => {age=15-30}",0.506329113924051,0.760456273764259,0.959681240053937
"54","{age=15-30} => {romantic=no}",0.506329113924051,0.638977635782748,0.959681240053936
"55","{romantic=no} => {nursery=yes}",0.524050632911392,0.787072243346008,0.990106802935264
"56","{nursery=yes} => {romantic=no}",0.524050632911392,0.659235668789809,0.990106802935264
"57","{romantic=no} => {internet=yes}",0.539240506329114,0.809885931558935,0.972355449744011
"58","{internet=yes} => {romantic=no}",0.539240506329114,0.64741641337386,0.97235544974401
"59","{romantic=no} => {schoolsup=no}",0.567088607594937,0.85171102661597,0.977982138120081
"60","{schoolsup=no} => {romantic=no}",0.567088607594937,0.651162790697674,0.977982138120081
"61","{romantic=no} => {school=GP}",0.59746835443038,0.897338403041825,1.01561223266911
"62","{school=GP} => {romantic=no}",0.59746835443038,0.67621776504298,1.01561223266911
"63","{romantic=no} => {Pstatus=T}",0.60253164556962,0.904942965779468,1.00975274430195
"64","{Pstatus=T} => {romantic=no}",0.60253164556962,0.672316384180791,1.00975274430195
"65","{romantic=no} => {higher=yes}",0.643037974683544,0.965779467680608,1.01728770595691
"66","{higher=yes} => {romantic=no}",0.643037974683544,0.677333333333333,1.01728770595691
"67","{romantic=no} => {failures=Less}",0.637974683544304,0.958174904942966,0.998625560560611
"68","{failures=Less} => {romantic=no}",0.637974683544304,0.66490765171504,0.998625560560611
"69","{guardian=mother} => {address=U}",0.521518987341772,0.754578754578755,0.970874944816313
"70","{address=U} => {guardian=mother}",0.521518987341772,0.671009771986971,0.970874944816313
"71","{guardian=mother} => {age=15-30}",0.551898734177215,0.798534798534799,1.00773560837459
"72","{age=15-30} => {guardian=mother}",0.551898734177215,0.696485623003195,1.00773560837459
"73","{guardian=mother} => {nursery=yes}",0.569620253164557,0.824175824175824,1.03678168964793
"74","{nursery=yes} => {guardian=mother}",0.569620253164557,0.71656050955414,1.03678168964793
"75","{guardian=mother} => {internet=yes}",0.572151898734177,0.827838827838828,0.993909838894641
"76","{internet=yes} => {guardian=mother}",0.572151898734177,0.68693009118541,0.993909838894641
"77","{guardian=mother} => {schoolsup=no}",0.60253164556962,0.871794871794872,1.0010435301133
"78","{schoolsup=no} => {guardian=mother}",0.60253164556962,0.691860465116279,1.0010435301133
"79","{guardian=mother} => {school=GP}",0.620253164556962,0.897435897435897,1.01572257732716
"80","{school=GP} => {guardian=mother}",0.620253164556962,0.702005730659026,1.01572257732716
"81","{guardian=mother} => {Pstatus=T}",0.610126582278481,0.882783882783883,0.985027213840773
"82","{Pstatus=T} => {guardian=mother}",0.610126582278481,0.680790960451977,0.985027213840773
"83","{guardian=mother} => {higher=yes}",0.655696202531646,0.948717948717949,0.999316239316239
"84","{higher=yes} => {guardian=mother}",0.655696202531646,0.690666666666667,0.999316239316239
"85","{guardian=mother} => {failures=Less}",0.660759493670886,0.956043956043956,0.996404650758213
"86","{failures=Less} => {guardian=mother}",0.660759493670886,0.688654353562005,0.996404650758213
"87","{Dalc=Very Low} => {famsize=GT3}",0.526582278481013,0.753623188405797,1.05936355665584
"88","{famsize=GT3} => {Dalc=Very Low}",0.526582278481013,0.740213523131673,1.05936355665584
"89","{Dalc=Very Low} => {address=U}",0.564556962025316,0.807971014492754,1.03957182646462
"90","{address=U} => {Dalc=Very Low}",0.564556962025316,0.726384364820847,1.03957182646462
"91","{Dalc=Very Low} => {age=15-30}",0.541772151898734,0.77536231884058,0.978492383201371
"92","{age=15-30} => {Dalc=Very Low}",0.541772151898734,0.68370607028754,0.978492383201371
"93","{Dalc=Very Low} => {nursery=yes}",0.562025316455696,0.804347826086957,1.01183882581002
"94","{nursery=yes} => {Dalc=Very Low}",0.562025316455696,0.707006369426752,1.01183882581002
"95","{Dalc=Very Low} => {internet=yes}",0.577215189873418,0.826086956521739,0.991806528346769
"96","{internet=yes} => {Dalc=Very Low}",0.577215189873418,0.693009118541033,0.991806528346769
"97","{Dalc=Very Low} => {schoolsup=no}",0.60253164556962,0.86231884057971,0.990162622177283
"98","{schoolsup=no} => {Dalc=Very Low}",0.60253164556962,0.691860465116279,0.990162622177283
"99","{Dalc=Very Low} => {school=GP}",0.630379746835443,0.902173913043478,1.02108508782858
"100","{school=GP} => {Dalc=Very Low}",0.630379746835443,0.713467048710602,1.02108508782858
"101","{Dalc=Very Low} => {Pstatus=T}",0.625316455696203,0.894927536231884,0.998577335625972
"102","{Pstatus=T} => {Dalc=Very Low}",0.625316455696203,0.69774011299435,0.998577335625972
"103","{Dalc=Very Low} => {higher=yes}",0.675949367088608,0.967391304347826,1.01898550724638
"104","{higher=yes} => {Dalc=Very Low}",0.675949367088608,0.712,1.01898550724638
"105","{Dalc=Very Low} => {failures=Less}",0.678481012658228,0.971014492753623,1.01200718901763
"106","{failures=Less} => {Dalc=Very Low}",0.678481012658228,0.70712401055409,1.01200718901763
"107","{famsize=GT3} => {address=U}",0.539240506329114,0.758007117437722,0.97528603057948
"108","{address=U} => {famsize=GT3}",0.539240506329114,0.693811074918567,0.97528603057948
"109","{famsize=GT3} => {age=15-30}",0.556962025316456,0.782918149466192,0.98802769661069
"110","{age=15-30} => {famsize=GT3}",0.556962025316456,0.702875399361022,0.98802769661069
"111","{famsize=GT3} => {nursery=yes}",0.546835443037975,0.768683274021352,0.966974182288007
"112","{nursery=yes} => {famsize=GT3}",0.546835443037975,0.687898089171974,0.966974182288007
"113","{famsize=GT3} => {internet=yes}",0.592405063291139,0.832740213523132,0.999794481281572
"114","{internet=yes} => {famsize=GT3}",0.592405063291139,0.711246200607903,0.999794481281572
"115","{famsize=GT3} => {schoolsup=no}",0.615189873417721,0.864768683274021,0.992975668294298
"116","{schoolsup=no} => {famsize=GT3}",0.615189873417721,0.706395348837209,0.992975668294298
"117","{famsize=GT3} => {school=GP}",0.637974683544304,0.896797153024911,1.01499964310842
"118","{school=GP} => {famsize=GT3}",0.637974683544304,0.722063037249284,1.01499964310842
"119","{famsize=GT3} => {Pstatus=T}",0.658227848101266,0.925266903914591,1.03243058487645
"120","{Pstatus=T} => {famsize=GT3}",0.658227848101266,0.734463276836158,1.03243058487645
"121","{famsize=GT3} => {higher=yes}",0.675949367088608,0.950177935943061,1.00085409252669
"122","{higher=yes} => {famsize=GT3}",0.675949367088608,0.712,1.00085409252669
"123","{famsize=GT3} => {failures=Less}",0.681012658227848,0.95729537366548,0.997708898675105
"124","{failures=Less} => {famsize=GT3}",0.681012658227848,0.70976253298153,0.997708898675105
"125","{address=U} => {age=15-30}",0.607594936708861,0.781758957654723,0.986564818765545
"126","{age=15-30} => {address=U}",0.607594936708861,0.766773162939297,0.986564818765545
"127","{address=U} => {nursery=yes}",0.627848101265823,0.807817589576547,1.0162036556775
"128","{nursery=yes} => {address=U}",0.627848101265823,0.789808917197452,1.0162036556775
"129","{address=U} => {internet=yes}",0.681012658227848,0.876221498371335,1.05199845549142
"130","{internet=yes} => {address=U}",0.681012658227848,0.817629179331307,1.05199845549142
"131","{address=U} => {schoolsup=no}",0.673417721518987,0.866449511400652,0.994905688962957
"132","{schoolsup=no} => {address=U}",0.673417721518987,0.773255813953488,0.994905688962957
"133","{address=U} => {school=GP}",0.724050632911392,0.931596091205212,1.05438526081965
"134","{school=GP} => {address=U}",0.724050632911392,0.819484240687679,1.05438526081965
"135","{address=U} => {Pstatus=T}",0.691139240506329,0.889250814332248,0.992243140285982
"136","{Pstatus=T} => {address=U}",0.691139240506329,0.771186440677966,0.992243140285983
"137","{address=U} => {higher=yes}",0.741772151898734,0.954397394136808,1.00529858849077
"138","{higher=yes} => {address=U}",0.741772151898734,0.781333333333333,1.00529858849077
"139","{address=U} => {failures=Less}",0.746835443037975,0.960912052117264,1.00147826012221
"140","{failures=Less} => {address=U}",0.746835443037975,0.778364116094987,1.00147826012221
"141","{age=15-30} => {nursery=yes}",0.622784810126582,0.78594249201278,0.988685618933274
"142","{nursery=yes} => {age=15-30}",0.622784810126582,0.78343949044586,0.988685618933274
"143","{age=15-30} => {internet=yes}",0.648101265822785,0.817891373801917,0.981966846965827
"144","{internet=yes} => {age=15-30}",0.648101265822785,0.778115501519757,0.981966846965827
"145","{age=15-30} => {schoolsup=no}",0.721518987341772,0.910543130990415,1.04553644401516
"146","{schoolsup=no} => {age=15-30}",0.721518987341772,0.828488372093023,1.04553644401516
"147","{age=15-30} => {school=GP}",0.675949367088608,0.853035143769968,0.965469575327041
"148","{school=GP} => {age=15-30}",0.675949367088608,0.765042979942693,0.965469575327041
"149","{age=15-30} => {Pstatus=T}",0.718987341772152,0.907348242811502,1.01243659861735
"150","{Pstatus=T} => {age=15-30}",0.718987341772152,0.80225988700565,1.01243659861735
"151","{age=15-30} => {higher=yes}",0.741772151898734,0.936102236421725,0.986027689030884
"152","{higher=yes} => {age=15-30}",0.741772151898734,0.781333333333333,0.986027689030884
"153","{age=15-30} => {failures=Less}",0.759493670886076,0.958466453674121,0.99892941741762
"154","{failures=Less} => {age=15-30}",0.759493670886076,0.79155672823219,0.99892941741762
"155","{nursery=yes} => {internet=yes}",0.663291139240506,0.834394904458599,1.00178111629528
"156","{internet=yes} => {nursery=yes}",0.663291139240506,0.796352583586626,1.00178111629528
"157","{nursery=yes} => {schoolsup=no}",0.686075949367089,0.863057324840764,0.991010591023552
"158","{schoolsup=no} => {nursery=yes}",0.686075949367089,0.787790697674419,0.991010591023552
"159","{nursery=yes} => {school=GP}",0.713924050632911,0.898089171974522,1.0164619568193
"160","{school=GP} => {nursery=yes}",0.713924050632911,0.808022922636103,1.0164619568193
"161","{nursery=yes} => {Pstatus=T}",0.70126582278481,0.882165605095541,0.984337327719601
"162","{Pstatus=T} => {nursery=yes}",0.70126582278481,0.782485875706215,0.984337327719601
"163","{nursery=yes} => {higher=yes}",0.759493670886076,0.955414012738854,1.00636942675159
"164","{higher=yes} => {nursery=yes}",0.759493670886076,0.8,1.00636942675159
"165","{nursery=yes} => {failures=Less}",0.767088607594937,0.964968152866242,1.0057055946759
"166","{failures=Less} => {nursery=yes}",0.767088607594937,0.799472295514512,1.0057055946759
"167","{internet=yes} => {schoolsup=no}",0.726582278481013,0.872340425531915,1.00166996536368
"168","{schoolsup=no} => {internet=yes}",0.726582278481013,0.834302325581395,1.00166996536368
"169","{internet=yes} => {school=GP}",0.751898734177215,0.90273556231003,1.02172076536522
"170","{school=GP} => {internet=yes}",0.751898734177215,0.851002865329513,1.02172076536522
"171","{internet=yes} => {Pstatus=T}",0.754430379746835,0.905775075987842,1.01068122885649
"172","{Pstatus=T} => {internet=yes}",0.754430379746835,0.84180790960452,1.01068122885649
"173","{internet=yes} => {higher=yes}",0.792405063291139,0.951367781155015,1.00210739614995
"174","{higher=yes} => {internet=yes}",0.792405063291139,0.834666666666667,1.00210739614995
"175","{internet=yes} => {failures=Less}",0.80253164556962,0.963525835866261,1.00420238830389
"176","{failures=Less} => {internet=yes}",0.80253164556962,0.836411609498681,1.00420238830389
"177","{schoolsup=no} => {school=GP}",0.754430379746835,0.866279069767442,0.980459119077764
"178","{school=GP} => {schoolsup=no}",0.754430379746835,0.853868194842407,0.980459119077764
"179","{schoolsup=no} => {Pstatus=T}",0.784810126582278,0.901162790697674,1.00553475233215
"180","{Pstatus=T} => {schoolsup=no}",0.784810126582278,0.875706214689266,1.00553475233215
"181","{schoolsup=no} => {higher=yes}",0.822784810126582,0.944767441860465,0.99515503875969
"182","{higher=yes} => {schoolsup=no}",0.822784810126582,0.866666666666667,0.99515503875969
"183","{schoolsup=no} => {failures=Less}",0.835443037974684,0.959302325581395,0.999800576793275
"184","{failures=Less} => {schoolsup=no}",0.835443037974684,0.870712401055409,0.999800576793275
"185","{school=GP} => {Pstatus=T}",0.787341772151899,0.891117478510029,0.994326000032377
"186","{Pstatus=T} => {school=GP}",0.787341772151899,0.878531073446328,0.994326000032377
"187","{school=GP} => {higher=yes}",0.840506329113924,0.951289398280802,1.00202483285578
"188","{higher=yes} => {school=GP}",0.840506329113924,0.885333333333333,1.00202483285578
"189","{school=GP} => {failures=Less}",0.848101265822785,0.959885386819484,1.00040825275382
"190","{failures=Less} => {school=GP}",0.848101265822785,0.883905013192612,1.00040825275382
"191","{Pstatus=T} => {higher=yes}",0.848101265822785,0.946327683615819,0.996798493408663
"192","{higher=yes} => {Pstatus=T}",0.848101265822785,0.893333333333333,0.996798493408663
"193","{Pstatus=T} => {failures=Less}",0.860759493670886,0.96045197740113,1.00099876272677
"194","{failures=Less} => {Pstatus=T}",0.860759493670886,0.897097625329815,1.00099876272677
"195","{higher=yes} => {failures=Less}",0.924050632911392,0.973333333333333,1.01442392260334
"196","{failures=Less} => {higher=yes}",0.924050632911392,0.963060686015831,1.01442392260334
"197","{sex=F,higher=yes} => {failures=Less}",0.50379746835443,0.975490196078431,1.01667184024005
"198","{sex=F,failures=Less} => {higher=yes}",0.50379746835443,0.985148514851485,1.0376897689769
"199","{failures=Less,higher=yes} => {sex=F}",0.50379746835443,0.545205479452055,1.03536617492097
"200","{Fjob=other,higher=yes} => {failures=Less}",0.511392405063291,0.971153846153846,1.012152425411
"201","{Fjob=other,failures=Less} => {higher=yes}",0.511392405063291,0.971153846153846,1.02294871794872
"202","{failures=Less,higher=yes} => {Fjob=other}",0.511392405063291,0.553424657534247,1.00738589735496
"203","{famsup=yes,internet=yes} => {higher=yes}",0.513924050632911,0.971291866028708,1.02309409888357
"204","{famsup=yes,higher=yes} => {internet=yes}",0.513924050632911,0.867521367521368,1.04155300963812
"205","{higher=yes,internet=yes} => {famsup=yes}",0.513924050632911,0.648562300319489,1.05860375465371
"206","{famsup=yes,internet=yes} => {failures=Less}",0.513924050632911,0.971291866028708,1.01229627198243
"207","{failures=Less,famsup=yes} => {internet=yes}",0.513924050632911,0.867521367521368,1.04155300963812
"208","{failures=Less,internet=yes} => {famsup=yes}",0.513924050632911,0.640378548895899,1.04524597856975
"209","{school=GP,famsup=yes} => {Pstatus=T}",0.508860759493671,0.897321428571429,1.00124848668281
"210","{Pstatus=T,famsup=yes} => {school=GP}",0.508860759493671,0.922018348623853,1.04354512236797
"211","{school=GP,Pstatus=T} => {famsup=yes}",0.508860759493671,0.646302250803859,1.05491483085754
"212","{school=GP,famsup=yes} => {higher=yes}",0.549367088607595,0.96875,1.02041666666667
"213","{famsup=yes,higher=yes} => {school=GP}",0.549367088607595,0.927350427350427,1.0495799965714
"214","{school=GP,higher=yes} => {famsup=yes}",0.549367088607595,0.653614457831325,1.06685004480733
"215","{school=GP,famsup=yes} => {failures=Less}",0.546835443037975,0.964285714285714,1.00499434602337
"216","{failures=Less,famsup=yes} => {school=GP}",0.546835443037975,0.923076923076923,1.04474322239365
"217","{school=GP,failures=Less} => {famsup=yes}",0.546835443037975,0.644776119402985,1.05242383125694
"218","{Pstatus=T,famsup=yes} => {higher=yes}",0.531645569620253,0.963302752293578,1.01467889908257
"219","{famsup=yes,higher=yes} => {Pstatus=T}",0.531645569620253,0.897435897435897,1.00137621324062
"220","{Pstatus=T,higher=yes} => {famsup=yes}",0.531645569620253,0.626865671641791,1.02318983594425
"221","{Pstatus=T,famsup=yes} => {failures=Less}",0.534177215189873,0.967889908256881,1.00875069594055
"222","{failures=Less,famsup=yes} => {Pstatus=T}",0.534177215189873,0.901709401709402,1.00614467139891
"223","{Pstatus=T,failures=Less} => {famsup=yes}",0.534177215189873,0.620588235294118,1.01294360719494
"224","{famsup=yes,higher=yes} => {failures=Less}",0.579746835443038,0.978632478632479,1.01994677852198
"225","{failures=Less,famsup=yes} => {higher=yes}",0.579746835443038,0.978632478632479,1.03082621082621
"226","{failures=Less,higher=yes} => {famsup=yes}",0.579746835443038,0.627397260273973,1.02405751160421
"227","{schoolsup=no,absences=Very Good} => {Pstatus=T}",0.508860759493671,0.939252336448598,1.04803579914462
"228","{Pstatus=T,absences=Very Good} => {schoolsup=no}",0.508860759493671,0.881578947368421,1.01227815177479
"229","{Pstatus=T,schoolsup=no} => {absences=Very Good}",0.508860759493671,0.648387096774194,1.0496430460074
"230","{schoolsup=no,absences=Very Good} => {higher=yes}",0.506329113924051,0.934579439252336,0.984423676012461
"231","{higher=yes,absences=Very Good} => {schoolsup=no}",0.506329113924051,0.873362445414847,1.00284350563623
"232","{schoolsup=no,higher=yes} => {absences=Very Good}",0.506329113924051,0.615384615384615,0.996216897856242
"233","{schoolsup=no,absences=Very Good} => {failures=Less}",0.518987341772152,0.957943925233645,0.998384829728997
"234","{failures=Less,absences=Very Good} => {schoolsup=no}",0.518987341772152,0.876068376068376,1.0059506062413
"235","{failures=Less,schoolsup=no} => {absences=Very Good}",0.518987341772152,0.621212121212121,1.00565076999503
"236","{school=GP,absences=Very Good} => {failures=Less}",0.508860759493671,0.957142857142857,0.997549943460234
"237","{failures=Less,absences=Very Good} => {school=GP}",0.508860759493671,0.858974358974359,0.972191609727426
"238","{school=GP,failures=Less} => {absences=Very Good}",0.508860759493671,0.6,0.971311475409836
"239","{Pstatus=T,absences=Very Good} => {higher=yes}",0.539240506329114,0.934210526315789,0.984035087719298
"240","{higher=yes,absences=Very Good} => {Pstatus=T}",0.539240506329114,0.930131004366812,1.03785804159574
"241","{Pstatus=T,higher=yes} => {absences=Very Good}",0.539240506329114,0.635820895522388,1.02930022021042
"242","{Pstatus=T,absences=Very Good} => {failures=Less}",0.554430379746835,0.960526315789474,1.00107623941119
"243","{failures=Less,absences=Very Good} => {Pstatus=T}",0.554430379746835,0.935897435897436,1.04429233666522
"244","{Pstatus=T,failures=Less} => {absences=Very Good}",0.554430379746835,0.644117647058824,1.04273143683703
"245","{higher=yes,absences=Very Good} => {failures=Less}",0.567088607594937,0.978165938864629,1.01946054314387
"246","{failures=Less,absences=Very Good} => {higher=yes}",0.567088607594937,0.957264957264957,1.00831908831909
"247","{failures=Less,higher=yes} => {absences=Very Good}",0.567088607594937,0.613698630136986,0.993487536492253
"248","{address=U,traveltime=<15} => {internet=yes}",0.50126582278481,0.891891891891892,1.07081245379118
"249","{traveltime=<15,internet=yes} => {address=U}",0.50126582278481,0.891891891891892,1.14754819966546
"250","{address=U,internet=yes} => {traveltime=<15}",0.50126582278481,0.736059479553903,1.13129764367234
"251","{address=U,traveltime=<15} => {school=GP}",0.539240506329114,0.959459459459459,1.08592116471773
"252","{school=GP,traveltime=<15} => {address=U}",0.539240506329114,0.876543209876543,1.12779989544376
"253","{school=GP,address=U} => {traveltime=<15}",0.539240506329114,0.744755244755245,1.14466273026584
"254","{address=U,traveltime=<15} => {higher=yes}",0.536708860759494,0.954954954954955,1.00588588588589
"255","{traveltime=<15,higher=yes} => {address=U}",0.536708860759494,0.8582995951417,1.10432684065463
"256","{address=U,higher=yes} => {traveltime=<15}",0.536708860759494,0.723549488054608,1.11207022483101
"257","{address=U,traveltime=<15} => {failures=Less}",0.536708860759494,0.954954954954955,0.995269676008462
"258","{traveltime=<15,failures=Less} => {address=U}",0.536708860759494,0.861788617886179,1.10881597415323
"259","{address=U,failures=Less} => {traveltime=<15}",0.536708860759494,0.71864406779661,1.10453076567961
"260","{traveltime=<15,nursery=yes} => {higher=yes}",0.506329113924051,0.966183574879227,1.01771336553945
"261","{traveltime=<15,higher=yes} => {nursery=yes}",0.506329113924051,0.809716599190283,1.01859253719797
"262","{nursery=yes,higher=yes} => {traveltime=<15}",0.506329113924051,0.666666666666667,1.02464332036316
"263","{traveltime=<15,nursery=yes} => {failures=Less}",0.506329113924051,0.966183574879227,1.00697232738072
"264","{traveltime=<15,failures=Less} => {nursery=yes}",0.506329113924051,0.813008130081301,1.02273315726788
"265","{failures=Less,nursery=yes} => {traveltime=<15}",0.506329113924051,0.66006600660066,1.01449833699323
"266","{traveltime=<15,internet=yes} => {school=GP}",0.536708860759494,0.954954954954955,1.08082294328713
"267","{school=GP,traveltime=<15} => {internet=yes}",0.536708860759494,0.872427983539095,1.04744393160469
"268","{school=GP,internet=yes} => {traveltime=<15}",0.536708860759494,0.713804713804714,1.09709284806561
"269","{traveltime=<15,internet=yes} => {Pstatus=T}",0.50379746835443,0.896396396396396,1.00021631801293
"270","{Pstatus=T,traveltime=<15} => {internet=yes}",0.50379746835443,0.868995633187773,1.04332302464793
"271","{Pstatus=T,internet=yes} => {traveltime=<15}",0.50379746835443,0.667785234899329,1.02636252056512
"272","{traveltime=<15,internet=yes} => {higher=yes}",0.539240506329114,0.959459459459459,1.01063063063063
"273","{traveltime=<15,higher=yes} => {internet=yes}",0.539240506329114,0.862348178137652,1.03534203758168
"274","{higher=yes,internet=yes} => {traveltime=<15}",0.539240506329114,0.680511182108626,1.04592185577007
"275","{traveltime=<15,internet=yes} => {failures=Less}",0.539240506329114,0.959459459459459,0.999964344291521
"276","{traveltime=<15,failures=Less} => {internet=yes}",0.539240506329114,0.865853658536585,1.03955074505152
"277","{failures=Less,internet=yes} => {traveltime=<15}",0.539240506329114,0.67192429022082,1.03272410364679
"278","{traveltime=<15,schoolsup=no} => {school=GP}",0.526582278481013,0.936936936936937,1.06043005756473
"279","{school=GP,traveltime=<15} => {schoolsup=no}",0.526582278481013,0.8559670781893,0.982869174083644
"280","{school=GP,schoolsup=no} => {traveltime=<15}",0.526582278481013,0.697986577181208,1.07278092601781
"281","{traveltime=<15,schoolsup=no} => {Pstatus=T}",0.50379746835443,0.896396396396396,1.00021631801293
"282","{Pstatus=T,traveltime=<15} => {schoolsup=no}",0.50379746835443,0.868995633187773,0.997829288108053
"283","{Pstatus=T,schoolsup=no} => {traveltime=<15}",0.50379746835443,0.641935483870968,0.986632358478725
"284","{traveltime=<15,schoolsup=no} => {higher=yes}",0.536708860759494,0.954954954954955,1.00588588588589
"285","{traveltime=<15,higher=yes} => {schoolsup=no}",0.536708860759494,0.8582995951417,0.985547500235383
"286","{schoolsup=no,higher=yes} => {traveltime=<15}",0.536708860759494,0.652307692307692,1.00257407961688
"287","{traveltime=<15,schoolsup=no} => {failures=Less}",0.536708860759494,0.954954954954955,0.995269676008462
"288","{traveltime=<15,failures=Less} => {schoolsup=no}",0.536708860759494,0.861788617886179,0.989553790886746
"289","{failures=Less,schoolsup=no} => {traveltime=<15}",0.536708860759494,0.642424242424242,0.98738356325905
"290","{school=GP,traveltime=<15} => {Pstatus=T}",0.546835443037975,0.888888888888889,0.991839296924043
"291","{Pstatus=T,traveltime=<15} => {school=GP}",0.546835443037975,0.943231441048035,1.06755420978216
"292","{school=GP,Pstatus=T} => {traveltime=<15}",0.546835443037975,0.694533762057878,1.06747407008896
"293","{school=GP,traveltime=<15} => {higher=yes}",0.592405063291139,0.962962962962963,1.01432098765432
"294","{traveltime=<15,higher=yes} => {school=GP}",0.592405063291139,0.947368421052632,1.07223646508822
"295","{school=GP,higher=yes} => {traveltime=<15}",0.592405063291139,0.704819277108434,1.08328254652853
"296","{school=GP,traveltime=<15} => {failures=Less}",0.589873417721519,0.958847736625514,0.999326796746908
"297","{traveltime=<15,failures=Less} => {school=GP}",0.589873417721519,0.947154471544715,1.0719943159317
"298","{school=GP,failures=Less} => {traveltime=<15}",0.589873417721519,0.695522388059701,1.06899355363262
"299","{Pstatus=T,traveltime=<15} => {higher=yes}",0.554430379746835,0.956331877729258,1.00733624454148
